Company Code	Curve Mnemonic	PWLS v3 Property	Curve Unit Quantity Class	LIS Curve Mnemonic	Curve Description
15	RAZDCB	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to CBIL
15	RAZDDP	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to HDIP
15	RAZDEI	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to EART
15	RAZDG2	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to GXPL
15	RAZDGT	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to GTI
15	RAZDGX	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to GXPL
15	RAZDPK	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to RCI
15	RAZDST	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to STAR
15	RAZDW	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to WGI
15	RAZDWS	z acceleration	linear acceleration		Differential Z-axis accelerometer shifted to WGI (2nd tool)
15	RAZFG2	electric potential	electric potential difference		Raw Z-axis accelerometer from aclzfilt_o for GXPL
15	RAZFGT	electric potential	electric potential difference		Raw Z-axis accelerometer from aclzfilt_o for GTI
15	RAZFGX	electric potential	electric potential difference		Raw Z-axis accelerometer from aclzfilt_o for GXPL
15	RAZFOD	electric potential	electric potential difference		Raw Z-axis accelerometer from fast channel
15	RAZGCB	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to CBIL
15	RAZGCB	z acceleration	linear acceleration		Raw Z-axis accelerometer in MG from UXPL tool
15	RAZGCB	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to CBIL
15	RAZGDP	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to HDIP
15	RAZGEI	z acceleration	linear acceleration		Raw Z-axis accelerometer in MG from EI tool
15	RAZGEI	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to EART
15	RAZGG2	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to GXPL
15	RAZGGT	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to GTI
15	RAZGGX	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to GXPL
15	RAZGIN	z acceleration	angular acceleration		Raw Z-axis accelerometer in mG from INTeX tool
15	RAZGOD	z acceleration	linear acceleration		Raw Z-axis accelerometer in mG from orientation tool
15	RAZGPK	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to WGI
15	RAZGST	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to STAR
15	RAZGST	z acceleration	linear acceleration		Raw Z-axis accelerometer in MG from STAR tool
15	RAZGW	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to WGI
15	RAZGWS	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to WGI (2nd tool)
15	RAZOD	z acceleration	electric potential difference		Raw Z-axis accelerometer from orientation tool
15	RAZXE	z acceleration	linear acceleration		Raw Z-axis accelerometer shifted to XMAC-F1
15	RB	plane angle	plane angle	RBOD	Relative bearing (relative to borehole high side)
15	RB (XX)	azimuth	plane angle		Relative bearing (relative to borehole high side)(XX for tool curve is relative to, CB - CBIL, ST-STAR, DP- HDIP, XE - XMAC)
15	RB3X	relative bearing	plane angle		Relative bearing for 3DeX
15	RB3X	relative bearing	plane angle		Relative bearing (relative to borehole high side) for 3DeX
15	RBCB	relative bearing	plane angle		Relative bearing (relative to borehole high side) for CBIL
15	RBCB	relative bearing	plane angle		Relative bearing (Relative to borehole high side) for UXPL
15	RBCB	relative bearing	plane angle		Relative bearing (Relative to borehole high side) for CBIL
15	RBDP	relative bearing	plane angle		Relative bearing (Relative to borehole high side) for HDIP
15	RBEI	relative bearing	plane angle		Relative bearing (Relative to borehole high side) for EART
15	RBFT	relative bearing	plane angle		Relative bearing (relative to borehole high side) for FTeX
15	RBG2	relative bearing	plane angle		Relative bearing (relative to borehole high side) for GXPL
15	RBGT	relative bearing	plane angle		Relative bearing (relative to borehole high side) for GTI
15	RBGX	relative bearing	plane angle		Relative bearing (Relative to borehole high side) for GXPL
15	RBGXTO	relative bearing	plane angle		relative bearing of tool 1 to second instace tool 2
15	RBHD	relative bearing	plane angle		Relative bearing (relative to borehole high side) for HTD
15	RBIN	relative bearing	plane angle		Relative bearing (relative to borehole high side) for INTeX
15	RBIT1	radius	length		Bit radius 1
15	RBIT1W	radius	length		Bit radius 1
15	RBIT2	radius	length		Bit radius 2
15	RBIT2W	radius	length		Bit radius 2
15	RBIT3	radius	length		Bit radius 3
15	RBIT3W	radius	length		Bit radius 3
15	RBIT4	radius	length		Bit radius 4
15	RBIT4W	radius	length		Bit radius 4
15	RBIT5	radius	length		Bit radius 5
15	RBIT5W	radius	length		Bit radius 5
15	RBIT6	radius	length		Bit radius 6
15	RBIT6W	radius	length		Bit radius 6
15	RBLO	amount	unitless		Reflectance baseline offset
15	RBMIT	plane angle	plane angle	RBMI	Relative bearing from MIT tool
15	RBNM	relative bearing	plane angle		Relative bearing (relative to borehole high side) for MR
15	RBOD	plane angle	plane angle	RBOD	Relative bearing (relative to borehole high side)
15	RBOD2	relative bearing	plane angle		Relative bearing (relative to borehole high side) (2nd tool)
15	RBOR	ratio	dimensionless	RBOR	Short space early gate count rate ratio (GE1S/GE2S)
15	RBORA	ratio	dimensionless	RBRA	Average of short space early gate count rate ratio
15	RBORM	ratio	dimensionless	RBRM	Mean deviation of short space early gate count rate ratio
15	RBORR	ratio	dimensionless	RBRR	RBOR reduced by ISSD quadratic fit
15	RBORS	ratio	dimensionless	RBRA	Standard deviation of short space early gate countrate ratio
15	RBPK	relative bearing	plane angle		Relative bearing (relative to borehole high side) for WGI
15	RBRAT	plane angle	plane angle	RBRA	Relative bearing from RAT tool
15	RBSAT	plane angle	plane angle	RBSA	Relative bearing from SAT tool
15	RBSB	plane angle	plane angle	RBSB	Relative bearing (relative to borehole low side) for SBT
15	RBSB2	plane angle	plane angle	RBB2	Relative bearing (relative to borehole low side) (2nd tool)
15	RBST	relative bearing	plane angle		Relative bearing (relative to borehole high side) for STAR
15	RBT1CB	nom borehole diameter	length		Bit radius 1 for CBIL
15	RBT2CB	nom borehole diameter	length		Bit radius 2 for CBIL
15	RBT3CB	nom borehole diameter	length		Bit radius 3 for CBIL
15	RBT4CB	nom borehole diameter	length		Bit radius 4 for CBIL
15	RBW	relative bearing	plane angle		Relative bearing (relative to borehole high side) for WGI
15	RBWS	relative bearing	plane angle		Relative bearing (to borehole high side) for WGI (2nd tool)
15	RBWSTO	relative bearing	plane angle		relative bearing of tool 1 to second instace tool 2
15	RBXE	relative bearing	plane angle		Relative bearing of acoustic Y-receiver to borehole highside
15	RBXE	relative bearing	plane angle		Relative bearing of acoustic Y-reciever to borehole highside
15	RBZ	relative bearing	plane angle		Relative bearing (relative to borehole high side) for ZDL
15	RCAP01	count rate	frequency	RC01	Capacitance sensor 1
15	RCAP02	count rate	frequency	RC02	Capacitance sensor 2
15	RCAP03	count rate	frequency	RC03	Capacitance sensor 3
15	RCAP04	count rate	frequency	RC04	Capacitance sensor 4
15	RCAP05	count rate	frequency	RC05	Capacitance sensor 5
15	RCAP06	count rate	frequency	RC06	Capacitance sensor 6
15	RCAP07	count rate	frequency	RC07	Capacitance sensor 7
15	RCAP08	count rate	frequency	RC08	Capacitance sensor 8
15	RCAP09	count rate	frequency	RC09	Capacitance sensor 9
15	RCAP10	count rate	frequency	RC10	Capacitance sensor 10
15	RCAP11	count rate	frequency	RC11	Capacitance sensor 11
15	RCAP12	count rate	frequency	RC12	Capacitance sensor 12
15	RCCOND	fluid conductivity	electric conductivity		Conductivity of fluid in R/C sensor
15	RCCONDC	conductivity	electric conductivity		Sentinel Conductivity of fluid in R/C sensor
15	RCDPC	amount	unitless	RDPC	Raw corrected depth pulse count
15	RCPERM	dielectric constant	dimensionless		Dielectric constant of fluid in R/C sensor
15	RCPERMC	dielectric constant	dimensionless		Sentinel Dielectric constant of fluid in R/C sensor
15	RCQUAL	quality indicator	dimensionless		Performance indicator for R/C system
15	RCQUALC	quality indicator	dimensionless		Sentinel Performance indicator for R/C system
15	RCRES	resistivity	electrical resistivity		Resistivity of fluid in R/C sensor
15	RCRESC	fluid resistivity	electrical resistivity		Sentinel Resistivity of fluid in R/C sensor
15	RD	deep laterolog resistivity	electrical resistivity		Deep resistivity
15	RD01	radius	length		Radius, tool axis to pad 1 face
15	RD012	radius	length		Radius, tool axis to pad 1 face
15	RD02	radius	length		Radius, tool axis to pad 2 face
15	RD022	radius	length		Radius, tool axis to pad 2 face
15	RD03	radius	length		Radius, tool axis to pad 3 face
15	RD032	radius	length		Radius, tool axis to pad 3 face
15	RD04	radius	length		Radius, tool axis to pad 4 face
15	RD042	radius	length		Radius, tool axis to pad 4 face
15	RD05	radius	length		Radius, tool axis to pad 5 face
15	RD052	radius	length		Radius, tool axis to pad 5 face
15	RD06	radius	length		Radius, tool axis to pad 6 face
15	RD062	radius	length		Radius, tool axis to pad 6 face
15	RDAMP1	acoustic amplitude	electric potential difference		Subset 1 dynamic windowed reflectance amplitude
15	RDAMP3	acoustic amplitude	electric potential difference		Subset 3 dynamic windowed reflectance amplitude
15	RDAMP5	acoustic amplitude	electric potential difference		Subset 5 dynamic windowed reflectance amplitude
15	RDAMP7	acoustic amplitude	electric potential difference		Subset 7 dynamic windowed reflectance amplitude
15	RDAT00	amount	unitless	RDAT	Raw tool data, subset 0
15	RDAT05	amount	unitless	RDAT	Raw tool data, subset 5
15	RDATS1	amount	unitless		Raw data subset 1
15	RDATS3	amount	unitless		Raw data subset 3
15	RDC	deep laterolog resistivity	electrical resistivity		Deep resistivity corrected
15	RDELI	resistivity	electrical resistivity		Resistivity long xmtrs inner rcvrs all frequencies
15	RDELO	resistivity	electrical resistivity		Resistivity long xmtrs outer rcvrs all frequencies
15	RDEMI	resistivity	electrical resistivity		Resistivity med xmtrs inner rcvrs all frequencies
15	RDEMO	resistivity	electrical resistivity		Resistivity med xmtrs outer rcvrs all frequencies
15	RDEN	ratio	dimensionless	RDEN	CISS/CILS ratio (normalized)
15	RDESI	resistivity	electrical resistivity		Resistivity short xmtrs inner rcvrs all frequencies
15	RDESO	resistivity	electrical resistivity		Resistivity short xmtrs outer rcvrs all frequencies
15	RDN	count rate	frequency	RDN	Raw data count rate
15	RDN2	count rate	frequency	RDN	Raw data count rate (2nd tool)
15	RDN3	frequency	frequency		Raw data count rate (3rd tool)
15	RDZR1A	micro resistivity	dimensionless		Freq A pad 1 dynamic real resistivity of formation impedance
15	RDZR1B	micro resistivity	dimensionless		Freq B pad 1 dynamic real resistivity of formation impedance
15	RDZR2A	micro resistivity	dimensionless		Freq A pad 2 dynamic real resistivity of formation impedance
15	RDZR2B	micro resistivity	dimensionless		Freq B pad 2 dynamic real resistivity of formation impedance
15	RDZR3A	micro resistivity	dimensionless		Freq A pad 3 dynamic real resistivity of formation impedance
15	RDZR3B	micro resistivity	dimensionless		Freq B pad 3 dynamic real resistivity of formation impedance
15	RDZR4A	micro resistivity	dimensionless		Freq A pad 4 dynamic real resistivity of formation impedance
15	RDZR4B	micro resistivity	dimensionless		Freq B pad 4 dynamic real resistivity of formation impedance
15	RDZR5A	micro resistivity	dimensionless		Freq A pad 5 dynamic real resistivity of formation impedance
15	RDZR5B	micro resistivity	dimensionless		Freq B pad 5 dynamic real resistivity of formation impedance
15	RDZR6A	micro resistivity	dimensionless		Freq A pad 6 dynamic real resistivity of formation impedance
15	RDZR6B	micro resistivity	dimensionless		Freq B pad 6 dynamic real resistivity of formation impedance
15	REFR_INDEX	refractive index	unitless		Fluid Refractive Index - Memory
15	Refractive Index	refractive index	unitless		Fluid Refractive Index - Real-time
15	REFRI	refractive index	dimensionless		Refractive index, 1740 nm
15	RELAY	electric potential	electric potential difference		Relay voltage
15	Repeat Form. Pressure 2	pressure	pressure		Formation Pressure 2 - Real-time
15	Repeat Form. Pressure 3	pressure	pressure		Formation Pressure 3 - Real-time
15	RESH	resistivity	electrical resistivity		WS inversion resistivity, horizontal
15	RESSLE	resistivity	electrical resistivity		Synthetic resistivity, long xmtrs, real time
15	RESSME	resistivity	electrical resistivity		Synthetic resistivity, med xmtrs, real time
15	RESSSE	resistivity	electrical resistivity		Synthetic resistivity, short xmtrs, real time
15	RESV	resistivity	electrical resistivity		WS inversion resistivity, vertical
15	RFDD	diameter	length	RFDD	MPC feed diameter
15	RFGN	gain	power per power		Reflectance (agc) or fixed gain
15	RG16F1	ratio	dimensionless	G1F1	RX gain T1-T6 F1
15	RG16F2	ratio	dimensionless	G1F2	RX gain T1-T6 F2
15	RG16F3	ratio	dimensionless	G1F3	RX gain T1-T6 F3
15	RG16F4	ratio	dimensionless	G1F4	RX gain T1-T6 F4
15	RG16F5	ratio	dimensionless	G1F5	RX gain T1-T6 F5
15	RG25F1	ratio	dimensionless	G2F1	RX gain T2-T5 F1
15	RG25F2	ratio	dimensionless	G2F2	RX gain T2-T5 F2
15	RG25F3	ratio	dimensionless	G2F3	RX gain T2-T5 F3
15	RG25F4	ratio	dimensionless	G2F4	RX gain T2-T5 F4
15	RG25F5	ratio	dimensionless	G2F5	RX gain T2-T5 F5
15	RG34F1	ratio	dimensionless	G3F1	RX gain T3-T4 F1
15	RG34F2	ratio	dimensionless	G3F2	RX gain T3-T4 F2
15	RG34F3	ratio	dimensionless	G3F3	RX gain T3-T4 F3
15	RG34F4	ratio	dimensionless	G3F4	RX gain T3-T4 F4
15	RG34F5	ratio	dimensionless	G3F5	RX gain T3-T4 F5
15	RGAT	acoustic travel time	time		Reflectance gate
15	RGN1	ratio	dimensionless	RGN1	Short space computed HVC gain
15	RGN2	ratio	dimensionless	RGN2	Long space computed HVC gain
15	RGN3	ratio	dimensionless	RGN3	Extra long space computed HVC gain
15	RICL	ratio	dimensionless	RICL	Long space inelastic to capture count rate ratio (ILS/CLS)
15	RICLC	ratio	dimensionless	RCLC	Long space inelastic to capture (corrected) count rate ratio
15	RICLR	ratio	dimensionless	RCLR	RICL reduced by ISSD quadratic fit
15	RICS	ratio	dimensionless	RICS	Short space inelastic to capture count rate ratio (ISS/CSS)
15	RICSC	ratio	dimensionless	RICC	Short space inelastic to capture count rate ratio, corrected
15	RICSR	ratio	dimensionless	RCSR	RICS reduced by ISSD quadratic fit
15	RICX	ratio	dimensionless	RICX	Extra long space inelastic to capture count rate ratio
15	RICXC	ratio	dimensionless	RCXC	Extra long space inelastic/capture countrate ratio corrected
15	RICXR	ratio	dimensionless	RCXR	RICX reduced by ISSD quadratic fit
15	RIGHEAVE	rig heave	length		Rig Heave
15	RILS	count	unitless	RILS	Raw inelastic long space count rate
15	RIN	ratio	dimensionless	RIN	Inelastic short to long space count rate ratio (ISS/ILS)
15	RIN13	ratio	dimensionless	RIN1	Inelastic short to extra long space count rate ratio ISS/IXS
15	RIN13A	ratio	dimensionless	RNMA	Average of inelastic short/extra long space count rate ratio
15	RIN13C	ratio	dimensionless	RN1C	Inelastic count rate ratio (ISSC/IXSC)
15	RIN13M	ratio	dimensionless	RNSM	Mean dev of inelastic short/extra long space countrate ratio
15	RIN13R	ratio	dimensionless	RN1R	RIN13 reduced by ISSD quadratic fit
15	RIN13S	ratio	dimensionless	RNSS	Std dev of inelastic short/extra long space count rate ratio
15	RIN23	ratio	dimensionless	RIN2	Inelastic long to extra long space countrate ratio (ILS/IXS)
15	RIN23A	ratio	dimensionless	RNLA	Average of inelastic long/extra long space count rate ratio
15	RIN23C	ratio	dimensionless	RN2C	Inelastic count rate ratio (ILSC/IXSC)
15	RIN23M	ratio	dimensionless	RNMM	Mean dev of inelastic short/extra long space countrate ratio
15	RIN23S	ratio	dimensionless	RNLS	Std dev of inelastic long/extra long space count rate ratio
15	RINA	ratio	dimensionless	RINA	Average of inelastic short/long space count rate ratio
15	RINC	ratio	dimensionless	RINC	CISS/CILS ratio
15	RINM	ratio	dimensionless	RIMN	Mean deviation of inelastic short/long space countrate ratio
15	RINR	ratio	dimensionless	RINR	RIN reduced by ISSD quadratic fit
15	RINS	ratio	dimensionless	RINS	Standard dev of inelastic short/long space count rate ratio
15	RISS	count	unitless	RISS	Raw inelastic short space count rate
15	RIXS	count	unitless	RIXS	Raw inelastic extra long space count rate
15	RLLC	resistivity	electrical resistivity		Corrected Laterolog resistivity
15	RLML	resistivity	electrical resistivity	RLML	One inch lateral resistivity
15	RLML	resistivity	electrical resistivity		1" lateral resistivity
15	RM	mud resistivity	electrical resistivity		Mud resistivity
15	RMA	mud resistivity	electrical resistivity		Calculated borehole resistivity for ABC processing
15	RMEAN	amount	unitless	RMEN	Array of mean resistance, 12 sensors
15	RMK	ratio	electrical resistivity		Ratio of Rma (apparent Rmud) to MRM (Rmud used)
15	RMLL	resistivity	electrical resistivity	RMLL	Resistivity
15	RMNA	length	length		Min Radius Arm
15	RMSL	resistivity	electrical resistivity		Resistivity
15	RMXA	length	length		Max Radius Arm
15	RMXGCB	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to CBIL
15	RMXGCB	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to UXPL
15	RMXGCB	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to CBIL
15	RMXGDP	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to HDIP
15	RMXGDP	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to HDIP
15	RMXGEI	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to EI
15	RMXGEI	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to EART
15	RMXGG2	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to GXPL
15	RMXGGT	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to GTI
15	RMXGGX	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to GXPL
15	RMXGGX	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to GXPL
15	RMXGOD	magnetic flux density	magnetic flux density		Raw X-axis magnetometer
15	RMXGOD	magnetic flux density	magnetic flux density		Raw X-axis magnetometer from 4401XB
15	RMXGPK	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to WGI
15	RMXGST	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to STAR
15	RMXGST	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to STAR
15	RMXGW	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to WGI
15	RMXGWS	magnetic flux density	magnetic flux density		Raw X-axis magnetometer shifted to WGI (2nd tool)
15	RMXOD	magnetic flux density	electric potential difference		Raw X-axis magnetometer from 4401XB
15	RMXXE	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to XMAC-F1
15	RMYGCB	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to CBIL
15	RMYGCB	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to UXPL
15	RMYGCB	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to CBIL
15	RMYGDP	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to HDIP
15	RMYGDP	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to HDIP
15	RMYGEI	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to EI
15	RMYGEI	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to EART
15	RMYGG2	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to GXPL
15	RMYGGT	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to GTI
15	RMYGGX	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to GXPL
15	RMYGGX	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to GXPL
15	RMYGOD	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer
15	RMYGOD	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer from 4401XB
15	RMYGPK	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to WGI
15	RMYGST	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to STAR
15	RMYGST	magnetic flux density	magnetic flux density		Raw X-Axis magnetometer shifted to STAR
15	RMYGW	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to WGI
15	RMYGWS	magnetic flux density	magnetic flux density		Raw Y-axis magnetometer shifted to WGI (2nd tool)
15	RMYOD	magnetic flux density	electric potential difference		Raw Y-axis magnetometer from 4401XB
15	RMYXE	magnetic flux density	magnetic flux density		Raw Y-Axis magnetometer shifted to XMAC-F1
15	RMZGCB	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to CBIL
15	RMZGCB	magnetic flux density	magnetic flux density		Raw Z-Axis magnetometer shifted to UXPL
15	RMZGCB	magnetic flux density	magnetic flux density		Raw Z-Axis magnetometer shifted to CBIL
15	RMZGDP	magnetic flux density	magnetic flux density		Raw Z-Axis magnetometer shifted to HDIP
15	RMZGEI	magnetic flux density	magnetic flux density		Raw Z-Axis magnetometer shifted to EI
15	RMZGEI	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to EART
15	RMZGG2	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to GXPL
15	RMZGGT	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to GTI
15	RMZGGX	magnetic flux density	magnetic flux density		Raw Z-Axis magnetometer shifted to GXPL
15	RMZGOD	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer
15	RMZGOD	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer from 4401XB
15	RMZGPK	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to WGI
15	RMZGST	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to STAR
15	RMZGW	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to WGI
15	RMZGWS	magnetic flux density	magnetic flux density		Raw Z-axis magnetometer shifted to WGI (2nd tool)
15	RMZOD	magnetic flux density	electric potential difference		Raw Z-axis magnetometer from 4401XB
15	RMZXE	magnetic flux density	magnetic flux density		Raw Z-Axis magnetometer shifted to XMAC-F1
15	RNML	resistivity	electrical resistivity	RNML	Two inch normal resistivity
15	RNML	resistivity	electrical resistivity		2" normal resistivity
15	RONE	ratio	dimensionless	RONE	Ratio of 100-1000(SS)/100-1000(LS)
15	RONE13	ratio	dimensionless	R113	Ratio of 100-1000(SS)/100-1000(XLS)
15	RONE13A	ratio	dimensionless	R1MA	Average of ratio of 100-1000(SS)/100-1000(XLS)
15	RONE13M	ratio	dimensionless	RMMM	Deviation of mean of ratio of 100-1000(SS)/100-1000(XLS)
15	RONE13S	ratio	dimensionless	RMMS	Standard deviation of ratio of 100-1000(SS)/100-1000(XLS)
15	RONE23	ratio	dimensionless	R123	Ratio of 100-1000(LS)/100-1000(XLS)
15	RONE23A	ratio	dimensionless	RMLA	Average of ratio of 100-1000(LS)/100-1000(XLS)
15	RONE23M	ratio	dimensionless	RMML	Deviation of mean of ratio of 100-1000(LS)/100-1000(XLS)
15	RONE23S	ratio	dimensionless	RMLS	Standard deviation of ratio of 100-1000(LS)/100-1000(XLS)
15	RONEA	ratio	dimensionless	R1A	Average of ratio of 100-1000(SS)/100-1000(LS)
15	RONEM	ratio	dimensionless	R1S	Deviation of mean of ratio of 100-1000(SS)/100-1000(LS)
15	RONER	ratio	dimensionless	RONR	Rone reduced by ISSD quadratic fit
15	RONES	ratio	dimensionless	R1S	Standard deviation of ratio of 100-1000(SS)/100-1000(LS)
15	ROP	penetration rate	length per time		Rate of penetration of bit
15	ROP_AVG	penetration rate	length per time		Rate of Penetration
15	ROTRBT	plane angle	plane angle	RROT	Rotation sensor, RBT
15	RPA	phase shift resistivity	electrical resistivity		Resistivity Phase Difference Apparent
15	RPAD	pressure	pressure		Packer retract pressure
15	RPADC	pressure	pressure		Sentinel Packer retract pressure
15	RPADS	pressure	pressure		Packer retract pressure (2nd tool)
15	RPAH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Apparent Long 2MHz
15	RPAL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Apparent Long 400kHz
15	RPASH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Apparent Short 2MHz
15	RPASL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Apparent Short 400kHz
15	RPC	phase shift resistivity	electrical resistivity		Resistivity Phase Difference Borehole Corrected
15	RPCD	phase shift resistivity	electrical resistivity		Resistivity Phase Difference Borehole, Dielectric and Inversion Corrected
15	RPCDH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole, Dielectric and Inversion Corrected Long 2MHz
15	RPCDL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole, Dielectric and Inversion Corrected Long 400kHz
15	RPCDSH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole, Dielectric and Inversion Corrected Short2MHz
15	RPCDSL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole, Dielectric and Inversion Corrected Short 400kHz
15	RPCE	phase shift resistivity	electrical resistivity		Resistivity Phase Difference Borehole, Dielectric Corrected
15	RPCEH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Dielectric Corrected Long 2MHz
15	RPCEL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Dielectric Corrected Long 400kHz
15	RPCESH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Dielectric Corrected Short 2MHz
15	RPCESL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Dielectric Corrected Short 400kHz
15	RPCH	attenuation resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole Corrected Long 2MHz
15	RPCHM	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - 2 MHz - Memory
15	RPCHX	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - 2 MHz - Real-time
15	RPCL	attenuation resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole Corrected Long 400kHz
15	RPCLM	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - 400 kHz - Memory
15	RPCLX	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - 400 kHz - Real-time
15	RPCSH	attenuation resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole Corrected Short 2MHz
15	RPCSHM	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - Short Spaced - 2 MHz - Memory
15	RPCSHX	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - Short Spaced - 2 MHz - Real-time
15	RPCSL	attenuation resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole Corrected Short 400kHz
15	RPCSLM	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - Short Spaced - 400 kHz - Memory
15	RPCSLX	phase shift resistivity	electrical resistivity		Resistivity - Phase - Corrected - Short Spaced - 400 kHz - Real-time
15	RPCV	phase shift resistivity	electrical resistivity		Resistivity Phase Difference Borehole Inversion Corrected
15	RPCVH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Inversion Corrected Long 2MHz
15	RPCVL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Inversion Corrected Long 400kHz
15	RPCVSH	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Inversion Corrected Short 2MHz
15	RPCVSL	phase shift resistivity	electrical resistivity		Resistivity Phase Diff Compensated Borehole and Inversion Corrected Short 400kHz
15	RPDDM	phase shift resistivity	reciprocal length		Resistivity - Phase - Data Density - 2 MHz - Memory
15	RPM	electric potential	electric potential difference		RPM voltage to input main card
15	RPMAR	rotary speed	angular velocity		RPM - Average - Memory
15	RPMAX	rotary speed	angular velocity		RPM - Average - Real-time
